1,Γ,-4.0
51,M,-3.9839679358717435
101,K',-3.967935871743487
151,Γ,-3.9519038076152304
,,-3.935871743486974
,,-3.9198396793587174
,,-3.903807615230461
,,-3.8877755511022043
,,-3.8717434869739478
,,-3.8557114228456912
,,-3.8396793587174347
,,-3.823647294589178
,,-3.8076152304609217
,,-3.791583166332665
,,-3.775551102204409
,,-3.7595190380761525
,,-3.743486973947896
,,-3.7274549098196395
,,-3.711422845691383
,,-3.6953907815631264
,,-3.67935871743487
,,-3.6633266533066133
,,-3.647294589178357
,,-3.6312625250501003
,,-3.6152304609218437
,,-3.599198396793587
,,-3.5831663326653307
,,-3.567134268537074
,,-3.5511022044088176
,,-3.535070140280561
,,-3.5190380761523046
,,-3.503006012024048
,,-3.4869739478957915
,,-3.470941883767535
,,-3.4549098196392785
,,-3.438877755511022
,,-3.4228456913827654
,,-3.406813627254509
,,-3.3907815631262523
,,-3.374749498997996
,,-3.3587174348697393
,,-3.3426853707414828
,,-3.3266533066132267
,,-3.31062124248497
,,-3.2945891783567136
,,-3.278557114228457
,,-3.2625250501002006
,,-3.246492985971944
,,-3.2304609218436875
,,-3.214428857715431
,,-3.1983967935871744
,,-3.182364729458918
,,-3.1663326653306614
,,-3.150300601202405
,,-3.1342685370741483
,,-3.118236472945892
,,-3.1022044088176353
,,-3.0861723446893787
,,-3.070140280561122
,,-3.0541082164328657
,,-3.038076152304609
,,-3.0220440881763526
,,-3.006012024048096
,,-2.9899799599198396
,,-2.973947895791583
,,-2.9579158316633265
,,-2.94188376753507
,,-2.9258517034068134
,,-2.909819639278557
,,-2.8937875751503004
,,-2.8777555110220443
,,-2.8617234468937878
,,-2.8456913827655312
,,-2.8296593186372747
,,-2.813627254509018
,,-2.7975951903807617
,,-2.781563126252505
,,-2.7655310621242486
,,-2.749498997995992
,,-2.7334669338677355
,,-2.717434869739479
,,-2.7014028056112225
,,-2.685370741482966
,,-2.6693386773547094
,,-2.653306613226453
,,-2.6372745490981964
,,-2.62124248496994
,,-2.6052104208416833
,,-2.5891783567134268
,,-2.5731462925851702
,,-2.5571142284569137
,,-2.541082164328657
,,-2.5250501002004007
,,-2.509018036072144
,,-2.4929859719438876
,,-2.476953907815631
,,-2.4609218436873745
,,-2.444889779559118
,,-2.428857715430862
,,-2.4128256513026054
,,-2.396793587174349
,,-2.3807615230460923
,,-2.364729458917836
,,-2.3486973947895793
,,-2.3326653306613228
,,-2.3166332665330662
,,-2.3006012024048097
,,-2.284569138276553
,,-2.2685370741482966
,,-2.25250501002004
,,-2.2364729458917836
,,-2.220440881763527
,,-2.2044088176352705
,,-2.188376753507014
,,-2.1723446893787575
,,-2.156312625250501
,,-2.1402805611222444
,,-2.124248496993988
,,-2.1082164328657313
,,-2.092184368737475
,,-2.0761523046092183
,,-2.0601202404809618
,,-2.0440881763527052
,,-2.0280561122244487
,,-2.012024048096192
,,-1.9959919839679359
,,-1.9799599198396793
,,-1.9639278557114228
,,-1.9478957915831663
